,filename,id_namespace,local_id,persistent_id,size_in_bytes,sha256,md5,uncompressed_size_in_bytes,cell_id,pert_id,pert_mfc_id,pert_iname,pert_dose,pert_dose_unit,pert_time,pert_time_unit,pert_type
420,L1000_LINCS_DCIC_LPROT002_A375_6H_X1_B22_calpain_inhibitor_ii_5.00um.tsv.gz,lincs-dcic,https://lincs-dcic.s3.amazonaws.com/L1000-PCCSE-GSE101406/L1000_LINCS_DCIC_LPROT002_A375_6H_X1_B22_calpain_inhibitor_ii_5.00um.tsv.gz,,272353,29d62b7e4eadb2435e1c790a065cc46c3b4f164509a9ec8f6df0bf6a73af1739,a543c2e3efbef39d1d98aa8a650a09c2,756853,A375,BRD-A72575012,BRD-A72575012,calpain inhibitor ii,5.0,um,6,h,trt_cp
421,L1000_LINCS_DCIC_LPROT002_A549_6H_X1_B22_salermide_10.00um.tsv.gz,lincs-dcic,https://lincs-dcic.s3.amazonaws.com/L1000-PCCSE-GSE101406/L1000_LINCS_DCIC_LPROT002_A549_6H_X1_B22_salermide_10.00um.tsv.gz,,271671,05d78245603431751e29b7630e5ca669359eb15e3fe9c988990f58a2002a38a4,c957c37bc360e0e63a454ccb119a8023,756573,A549,BRD-A67788537,BRD-A67788537,salermide,10.0,um,6,h,trt_cp
422,L1000_LINCS_DCIC_LPROT002_A549_6H_X1_B22_UNC-1215_1.00um.tsv.gz,lincs-dcic,https://lincs-dcic.s3.amazonaws.com/L1000-PCCSE-GSE101406/L1000_LINCS_DCIC_LPROT002_A549_6H_X1_B22_UNC-1215_1.00um.tsv.gz,,272684,a8b7892955baa9fd1b554c21e95efaa4f396f1e13b20b7f16d17e9ac4b5a0428,48159adeb36492bb397d0c54d7279eca,756955,A549,BRD-K83189926,BRD-K83189926,UNC-1215,1.0,um,6,h,trt_cp
423,L1000_LINCS_DCIC_LPROT002_A549_6H_X1_B22_JQ1-(+)_1.00um.tsv.gz,lincs-dcic,https://lincs-dcic.s3.amazonaws.com/L1000-PCCSE-GSE101406/L1000_LINCS_DCIC_LPROT002_A549_6H_X1_B22_JQ1-(+)_1.00um.tsv.gz,,272342,a5aa8c5c7e049e0d6136175dfdbc7d8b000759f06eb4092cabceca545393bc10,214aee627091a7b1498cae636f0e5fe1,756796,A549,BRD-K54606188,BRD-K54606188,JQ1-(+),1.0,um,6,h,trt_cp
424,L1000_LINCS_DCIC_LPROT002_A375_6H_X1_B22_ruxolitinib_0.50um.tsv.gz,lincs-dcic,https://lincs-dcic.s3.amazonaws.com/L1000-PCCSE-GSE101406/L1000_LINCS_DCIC_LPROT002_A375_6H_X1_B22_ruxolitinib_0.50um.tsv.gz,,273141,31dd36c84069c21a1f028155b0d531a97bdab4ab86fb0d7154b2c937a5ed3544,8e7c5b3b06cbc8cf1cfa1c0722acc86f,757173,A375,BRD-K53972329,BRD-K53972329,ruxolitinib,0.5,um,6,h,trt_cp
425,L1000_LINCS_DCIC_LPROT001_MCF7_6H_X1_B20_OSI-027_2.00um.tsv.gz,lincs-dcic,https://lincs-dcic.s3.amazonaws.com/L1000-PCCSE-GSE101406/L1000_LINCS_DCIC_LPROT001_MCF7_6H_X1_B20_OSI-027_2.00um.tsv.gz,,271542,a9a85dc6faf9beed7faa82542c73e15e9e085c729796d72bfa78bb08401f5946,19be3fbb280b21ce89860c1456bf5a7b,756071,MCF7,BRD-K87124298,BRD-K87124298,OSI-027,2.0,um,6,h,trt_cp
426,L1000_LINCS_DCIC_LPROT001_NPC.TAK_6H_X1_B20_LY-294002_10.00um.tsv.gz,lincs-dcic,https://lincs-dcic.s3.amazonaws.com/L1000-PCCSE-GSE101406/L1000_LINCS_DCIC_LPROT001_NPC.TAK_6H_X1_B20_LY-294002_10.00um.tsv.gz,,199424,436a5b1c84745c9d0aeecd554414fd009b6d9c90f7ac1f654bc88bdcc9d06693,8b085212cdffdc7803ac3e45be768a77,533796,NPC.TAK,BRD-K27305650,BRD-K27305650,LY-294002,10.0,um,6,h,trt_cp
427,L1000_LINCS_DCIC_LPROT002_NPC.TAK_6H_X1_B22_dexamethasone_10.00um.tsv.gz,lincs-dcic,https://lincs-dcic.s3.amazonaws.com/L1000-PCCSE-GSE101406/L1000_LINCS_DCIC_LPROT002_NPC.TAK_6H_X1_B22_dexamethasone_10.00um.tsv.gz,,272041,338de680790afebda27e68f55973506873a13e04a2815c59c9617c6766b91faf,cfb2aa76045a411c5e5e467e9ef5bc7c,756374,NPC.TAK,BRD-A35108200,BRD-A35108200,dexamethasone,10.0,um,6,h,trt_cp
428,L1000_LINCS_DCIC_LPROT003_A549_6H_X1.A2_B22_DMSO.tsv.gz,lincs-dcic,https://lincs-dcic.s3.amazonaws.com/L1000-PCCSE-GSE101406/L1000_LINCS_DCIC_LPROT003_A549_6H_X1.A2_B22_DMSO.tsv.gz,,200920,64241443a65dfebefe6ee03c30bbff47a741259ffdb17f709324a3740757056b,ba949341c54ec79a8dd93fee0d34992c,534633,A549,BRD-K08970894,BRD-K08970894,DMSO,,,6,h,ctl_vehicle
429,L1000_LINCS_DCIC_LPROT004_YAPC_6H_X1_B32_tacedinaline_2.00um.tsv.gz,lincs-dcic,https://lincs-dcic.s3.amazonaws.com/L1000-PCCSE-GSE101406/L1000_LINCS_DCIC_LPROT004_YAPC_6H_X1_B32_tacedinaline_2.00um.tsv.gz,,270866,3a6759661010404b4dc276914bb1b8d817183d5479a96b1b733ccc42c9072381,ea694bf7b1c6e1ce2db2618999d37078,757273,YAPC,BRD-K52313696,BRD-K52313696,tacedinaline,2.0,um,6,h,trt_cp
430,L1000_LINCS_DCIC_LPROT003_PC3_6H_X1.A2_B22_KU-55933_10.00um.tsv.gz,lincs-dcic,https://lincs-dcic.s3.amazonaws.com/L1000-PCCSE-GSE101406/L1000_LINCS_DCIC_LPROT003_PC3_6H_X1.A2_B22_KU-55933_10.00um.tsv.gz,,274035,7d8f1b1c11bdfad1dc09410039c5c0b2056de6fb71c0c66cc45a4338c663a389,491fd525e050fd74bb69ddf8c30e8c09,756582,PC3,BRD-K25311561,BRD-K25311561,KU-55933,10.0,um,6,h,trt_cp
431,L1000_LINCS_DCIC_LPROT001_A375_6H_X1_B20_GSK-J4_5.00um.tsv.gz,lincs-dcic,https://lincs-dcic.s3.amazonaws.com/L1000-PCCSE-GSE101406/L1000_LINCS_DCIC_LPROT001_A375_6H_X1_B20_GSK-J4_5.00um.tsv.gz,,272241,8f2a51ad50f47cbba5c7fecf953ab6b05f139bc7f3b03de2f52887f787b6f41e,db39d56d17626e6589bcf84c6c4e7024,755863,A375,BRD-K98203492,BRD-K98203492,GSK-J4,5.0,um,6,h,trt_cp
432,L1000_LINCS_DCIC_LPROT005_A549_6H_X1_B29_CC-401_5.00um.tsv.gz,lincs-dcic,https://lincs-dcic.s3.amazonaws.com/L1000-PCCSE-GSE101406/L1000_LINCS_DCIC_LPROT005_A549_6H_X1_B29_CC-401_5.00um.tsv.gz,,270130,b1a20a5d43d9338d9021f8bd38a43e304767456342192a28fca9c9b5471e7056,6d55c35f0774651179ab68055156ba98,756356,A549,BRD-K45746021,BRD-K45746021,CC-401,5.0,um,6,h,trt_cp
433,L1000_LINCS_DCIC_LPROT004_MCF7_6H_X1_B32_tofacitinib_0.40um.tsv.gz,lincs-dcic,https://lincs-dcic.s3.amazonaws.com/L1000-PCCSE-GSE101406/L1000_LINCS_DCIC_LPROT004_MCF7_6H_X1_B32_tofacitinib_0.40um.tsv.gz,,271945,fe8d550abad3fc7ccf90e415f752398234c5d35432dd512012d3a1ef193e6fd9,e48dbd7d3b0a0c28e9bfaa895a96c08f,757706,MCF7,BRD-K31283835,BRD-K31283835,tofacitinib,0.4,um,6,h,trt_cp
434,L1000_LINCS_DCIC_LPROT002_A375_6H_X1_B22_dexamethasone_10.00um.tsv.gz,lincs-dcic,https://lincs-dcic.s3.amazonaws.com/L1000-PCCSE-GSE101406/L1000_LINCS_DCIC_LPROT002_A375_6H_X1_B22_dexamethasone_10.00um.tsv.gz,,274710,06bcbe0e3735bf79c16de99aeee6e0b23be6bbe8fce347abf7984947274dcdfb,47dc552ea7f40b8b848faaa2ac282159,757878,A375,BRD-A35108200,BRD-A35108200,dexamethasone,10.0,um,6,h,trt_cp
435,L1000_LINCS_DCIC_LPROT002_A549_6H_X1_B22_epz004777_3.00um.tsv.gz,lincs-dcic,https://lincs-dcic.s3.amazonaws.com/L1000-PCCSE-GSE101406/L1000_LINCS_DCIC_LPROT002_A549_6H_X1_B22_epz004777_3.00um.tsv.gz,,271447,37dc4d526298b8f5e93078673ae2905e58bb90952438a63bfe9299a2b5846d48,9aea0bc94e72e69909772f88ca7f804d,756976,A549,BRD-A65730376,BRD-A65730376,epz004777,3.0,um,6,h,trt_cp
436,L1000_LINCS_DCIC_LPROT004_YAPC_6H_X1_B32_GSK-J4_5.00um.tsv.gz,lincs-dcic,https://lincs-dcic.s3.amazonaws.com/L1000-PCCSE-GSE101406/L1000_LINCS_DCIC_LPROT004_YAPC_6H_X1_B32_GSK-J4_5.00um.tsv.gz,,270970,8560761fe74c5834c100d0f6ef3c24cce6602ab05a7d6d90ae24d1b275a3c9b2,e61f0c2d7d03e59737855eddac50f68e,757086,YAPC,BRD-K98203492,BRD-K98203492,GSK-J4,5.0,um,6,h,trt_cp
437,L1000_LINCS_DCIC_LPROT004_YAPC_6H_X1_B32_CHIR-99021_2.00um.tsv.gz,lincs-dcic,https://lincs-dcic.s3.amazonaws.com/L1000-PCCSE-GSE101406/L1000_LINCS_DCIC_LPROT004_YAPC_6H_X1_B32_CHIR-99021_2.00um.tsv.gz,,270864,4c10890ec73d1a39e752a0cd650be5fb6af60cfdaefb51cba8c8c61b740cdd51,116fa07ef00dc10980057815583daff2,757416,YAPC,BRD-K16189898,BRD-K16189898,CHIR-99021,2.0,um,6,h,trt_cp
438,L1000_LINCS_DCIC_LPROT002_MCF7_6H_X1_B22_tacrolimus_10.00um.tsv.gz,lincs-dcic,https://lincs-dcic.s3.amazonaws.com/L1000-PCCSE-GSE101406/L1000_LINCS_DCIC_LPROT002_MCF7_6H_X1_B22_tacrolimus_10.00um.tsv.gz,,272453,5ee85be4039779f5a58f569230fca48bf8a62bbda888c114bb00cb8e0e7f3be0,20e4bd929bbc7f214e4b9e82a5f70ead,757301,MCF7,BRD-K69608737,BRD-K69608737,tacrolimus,10.0,um,6,h,trt_cp
439,L1000_LINCS_DCIC_LPROT004_MCF7_6H_X1_B32_CC-401_5.00um.tsv.gz,lincs-dcic,https://lincs-dcic.s3.amazonaws.com/L1000-PCCSE-GSE101406/L1000_LINCS_DCIC_LPROT004_MCF7_6H_X1_B32_CC-401_5.00um.tsv.gz,,271401,9610dad614937d246cd0f18421bf6a8f67d67db1a606a0bd086616a5bc0b7b5f,647a83110dbfba8ec0119be68cf77191,757613,MCF7,BRD-K45746021,BRD-K45746021,CC-401,5.0,um,6,h,trt_cp
440,L1000_LINCS_DCIC_LPROT004_YAPC_6H_X1_B32_niclosamide_3.00um.tsv.gz,lincs-dcic,https://lincs-dcic.s3.amazonaws.com/L1000-PCCSE-GSE101406/L1000_LINCS_DCIC_LPROT004_YAPC_6H_X1_B32_niclosamide_3.00um.tsv.gz,,271385,d065fc671ecac172923a9ace0269e6d8284192c56374d63ffe07724f0da3bb4a,9bfe15321ee6a63977198d1534d331ec,757258,YAPC,BRD-K35960502,BRD-K35960502,niclosamide,3.0,um,6,h,trt_cp
441,L1000_LINCS_DCIC_LPROT003_NPC_6H_X1.A2_B22_vorinostat_1.00um.tsv.gz,lincs-dcic,https://lincs-dcic.s3.amazonaws.com/L1000-PCCSE-GSE101406/L1000_LINCS_DCIC_LPROT003_NPC_6H_X1.A2_B22_vorinostat_1.00um.tsv.gz,,272184,2cab3efb3d98d2850461a235f86dfebc2159afbcb1bde2e52d91966a9bfb9c79,b8148edd3ab5454696caa0d2f8d49145,756390,NPC,BRD-K81418486,BRD-K81418486,vorinostat,1.0,um,6,h,trt_cp
442,L1000_LINCS_DCIC_LPROT003_A549_6H_X1.A2_B22_dexamethasone_10.00um.tsv.gz,lincs-dcic,https://lincs-dcic.s3.amazonaws.com/L1000-PCCSE-GSE101406/L1000_LINCS_DCIC_LPROT003_A549_6H_X1.A2_B22_dexamethasone_10.00um.tsv.gz,,273900,76e221b6dcf5e4046a07dff01eb833dca763a02b4c82842a17d317cd30a6c635,eafd90d2d85db419741217f96477364c,757661,A549,BRD-A35108200,BRD-A35108200,dexamethasone,10.0,um,6,h,trt_cp
443,L1000_LINCS_DCIC_LPROT004_YAPC_6H_X1_B32_BIX-01294_10.00um.tsv.gz,lincs-dcic,https://lincs-dcic.s3.amazonaws.com/L1000-PCCSE-GSE101406/L1000_LINCS_DCIC_LPROT004_YAPC_6H_X1_B32_BIX-01294_10.00um.tsv.gz,,270913,511465117f62693aa3a6f4a20f15b88db75242d10b0a3f645db6be31a39ef2bc,99ee11a318981e3b450fa0b5fb21692c,757128,YAPC,BRD-K26818574,BRD-K26818574,BIX-01294,10.0,um,6,h,trt_cp
444,L1000_LINCS_DCIC_LPROT005_A549_6H_X1_B29_selumetinib_5.50um.tsv.gz,lincs-dcic,https://lincs-dcic.s3.amazonaws.com/L1000-PCCSE-GSE101406/L1000_LINCS_DCIC_LPROT005_A549_6H_X1_B29_selumetinib_5.50um.tsv.gz,,270791,ba75aef48eea8195ccd74791a21921233df080a16b4564a7e355b97a9ecee90e,a9c144116094a294e55eeb32178cb6c9,755985,A549,BRD-K57080016,BRD-K57080016,selumetinib,5.5,um,6,h,trt_cp
445,L1000_LINCS_DCIC_LPROT001_MCF7_6H_X1_B20_EX-527_10.00um.tsv.gz,lincs-dcic,https://lincs-dcic.s3.amazonaws.com/L1000-PCCSE-GSE101406/L1000_LINCS_DCIC_LPROT001_MCF7_6H_X1_B20_EX-527_10.00um.tsv.gz,,270990,54b25491e07da08b1d3b5ee2cf42de28348306fbdf73274f50d40db182ea568e,6e3ce245bc6e30d268356913381ff518,755756,MCF7,BRD-K76964878,BRD-K76964878,EX-527,10.0,um,6,h,trt_cp
446,L1000_LINCS_DCIC_LPROT003_PC3_6H_X1.A2_B22_DMSO.tsv.gz,lincs-dcic,https://lincs-dcic.s3.amazonaws.com/L1000-PCCSE-GSE101406/L1000_LINCS_DCIC_LPROT003_PC3_6H_X1.A2_B22_DMSO.tsv.gz,,200880,9cfeb431e44db10f2bf378454e0b8b9007addb34dc66817d01b588ce39a371db,7abe2d7ba022406c5d475ffc0f57d4de,534523,PC3,BRD-K08970894,BRD-K08970894,DMSO,,,6,h,ctl_vehicle
447,L1000_LINCS_DCIC_LPROT005_A549_6H_X1_B29_nilotinib_3.00um.tsv.gz,lincs-dcic,https://lincs-dcic.s3.amazonaws.com/L1000-PCCSE-GSE101406/L1000_LINCS_DCIC_LPROT005_A549_6H_X1_B29_nilotinib_3.00um.tsv.gz,,270488,5ac45130adeaa0476ae141d00495871261a3a60666790eb4a191ca13f3befa48,a3f4ba3deb409a7bcaf9efabe7594679,756189,A549,BRD-K81528515,BRD-K81528515,nilotinib,3.0,um,6,h,trt_cp
448,L1000_LINCS_DCIC_LPROT003_NPC_6H_X1.A2_B22_VE-822_0.10um.tsv.gz,lincs-dcic,https://lincs-dcic.s3.amazonaws.com/L1000-PCCSE-GSE101406/L1000_LINCS_DCIC_LPROT003_NPC_6H_X1.A2_B22_VE-822_0.10um.tsv.gz,,273490,eba5b63f2755760e07a306c74b4b2f84111855421e57f89cc76bb6c39067391a,04739ecb41a8e3f147fdddd9267845b5,756926,NPC,BRD-K04701033,BRD-K04701033,VE-822,0.1,um,6,h,trt_cp
449,L1000_LINCS_DCIC_LPROT005_A549_6H_X1_B29_GSK-2110183_2.50um.tsv.gz,lincs-dcic,https://lincs-dcic.s3.amazonaws.com/L1000-PCCSE-GSE101406/L1000_LINCS_DCIC_LPROT005_A549_6H_X1_B29_GSK-2110183_2.50um.tsv.gz,,198835,6c2a60def134c5e171a918a54d71d0c34659d891c02a5bca93ccb94f10280b83,93da1d74675dabcdb6186f21474b807c,533732,A549,BRD-K25412176,BRD-K25412176,GSK-2110183,2.5,um,6,h,trt_cp
450,L1000_LINCS_DCIC_LPROT001_NPC.TAK_6H_X1_B20_EPZ-005687_6.00um.tsv.gz,lincs-dcic,https://lincs-dcic.s3.amazonaws.com/L1000-PCCSE-GSE101406/L1000_LINCS_DCIC_LPROT001_NPC.TAK_6H_X1_B20_EPZ-005687_6.00um.tsv.gz,,271497,a8f09d4e62e5959d662bdc3e3a43caf2d1b6ed96f98178222c476ce70f358150,882a96959c99e63d6c2a836ce929d6dd,755974,NPC.TAK,BRD-K57754230,BRD-K57754230,EPZ-005687,6.0,um,6,h,trt_cp
451,L1000_LINCS_DCIC_LPROT002_MCF7_6H_X1_B22_roscovitine_10.00um.tsv.gz,lincs-dcic,https://lincs-dcic.s3.amazonaws.com/L1000-PCCSE-GSE101406/L1000_LINCS_DCIC_LPROT002_MCF7_6H_X1_B22_roscovitine_10.00um.tsv.gz,,272061,5f45108fd39e8af49f2939886624978a9a59670f92e17e41d3dd29af73821f6b,dd0bc803437a5a792131286b60aa8ce3,757369,MCF7,BRD-K07691486,BRD-K07691486,roscovitine,10.0,um,6,h,trt_cp
452,L1000_LINCS_DCIC_LPROT005_PC3_6H_X1_B29_BMS-345541_1.00um.tsv.gz,lincs-dcic,https://lincs-dcic.s3.amazonaws.com/L1000-PCCSE-GSE101406/L1000_LINCS_DCIC_LPROT005_PC3_6H_X1_B29_BMS-345541_1.00um.tsv.gz,,269678,075667143c8f04cf4beaf31152a58b5170eef760e9e636b93f3623fc87733eb6,65ca05ac6b0ade0f6ce9beec32b67630,755849,PC3,BRD-K13566078,BRD-K13566078,BMS-345541,1.0,um,6,h,trt_cp
453,L1000_LINCS_DCIC_LPROT001_A375_6H_X1_B20_EPZ-005687_6.00um.tsv.gz,lincs-dcic,https://lincs-dcic.s3.amazonaws.com/L1000-PCCSE-GSE101406/L1000_LINCS_DCIC_LPROT001_A375_6H_X1_B20_EPZ-005687_6.00um.tsv.gz,,272070,01bb6d8ee2bd600ff5561f64b8bbdcea6b68b1fcf9e038cbd3946ee23667888b,bdc3f9590c25050c3670a1ca5888b197,755629,A375,BRD-K57754230,BRD-K57754230,EPZ-005687,6.0,um,6,h,trt_cp
454,L1000_LINCS_DCIC_LPROT003_NPC_6H_X1.A2_B22_PD-0325901_4.00um.tsv.gz,lincs-dcic,https://lincs-dcic.s3.amazonaws.com/L1000-PCCSE-GSE101406/L1000_LINCS_DCIC_LPROT003_NPC_6H_X1.A2_B22_PD-0325901_4.00um.tsv.gz,,273238,362224cf925c251bbdfe294702fd8e736eb434dacf9a8dbf31f85151472cb66b,ffae7845cc5f49919ba3baf6f33a0f33,756332,NPC,BRD-K49865102,BRD-K49865102,PD-0325901,4.0,um,6,h,trt_cp
455,L1000_LINCS_DCIC_LPROT001_NPC.TAK_6H_X1_B20_resveratrol_10.00um.tsv.gz,lincs-dcic,https://lincs-dcic.s3.amazonaws.com/L1000-PCCSE-GSE101406/L1000_LINCS_DCIC_LPROT001_NPC.TAK_6H_X1_B20_resveratrol_10.00um.tsv.gz,,271079,fbf0749d38cdf37c20407610f6a99671dc4da000f980527afafa32ca2243044b,ceddee039ec3d8b0f802bfd003e18331,756020,NPC.TAK,BRD-K80738081,BRD-K80738081,resveratrol,10.0,um,6,h,trt_cp
456,L1000_LINCS_DCIC_LPROT003_A549_6H_X1.A2_B22_CHIR-99021_2.00um.tsv.gz,lincs-dcic,https://lincs-dcic.s3.amazonaws.com/L1000-PCCSE-GSE101406/L1000_LINCS_DCIC_LPROT003_A549_6H_X1.A2_B22_CHIR-99021_2.00um.tsv.gz,,273132,33abc2e0234c3466f43f44d95ebec580fa94752f0881a94b5453349ca386f361,6617d69ade6761442f539a357bbe879d,756993,A549,BRD-K16189898,BRD-K16189898,CHIR-99021,2.0,um,6,h,trt_cp
457,L1000_LINCS_DCIC_LPROT003_NPC_6H_X1.A2_B22_losmapimod_0.25um.tsv.gz,lincs-dcic,https://lincs-dcic.s3.amazonaws.com/L1000-PCCSE-GSE101406/L1000_LINCS_DCIC_LPROT003_NPC_6H_X1.A2_B22_losmapimod_0.25um.tsv.gz,,273239,3b8da28cd5e06c97720f8c1c514c31b5a0899dadb205f43b6ae5b7400ce33a6c,e496b95ecc39bdf1f4605593e71e801c,757036,NPC,BRD-K56195681,BRD-K56195681,losmapimod,0.25,um,6,h,trt_cp
458,L1000_LINCS_DCIC_LPROT004_YAPC_6H_X1_B32_alpelisib_0.25um.tsv.gz,lincs-dcic,https://lincs-dcic.s3.amazonaws.com/L1000-PCCSE-GSE101406/L1000_LINCS_DCIC_LPROT004_YAPC_6H_X1_B32_alpelisib_0.25um.tsv.gz,,271031,951382d4832bc25d8e3b283486c3479492b208353d1f0b235624d0ea054e1205,4c0c84e616ef47797e48c7a401d1106b,757319,YAPC,BRD-K54997624,BRD-K54997624,alpelisib,0.25,um,6,h,trt_cp
459,L1000_LINCS_DCIC_LPROT002_A549_6H_X1_B22_vorinostat_1.00um.tsv.gz,lincs-dcic,https://lincs-dcic.s3.amazonaws.com/L1000-PCCSE-GSE101406/L1000_LINCS_DCIC_LPROT002_A549_6H_X1_B22_vorinostat_1.00um.tsv.gz,,271740,63f63f1228ed9c22352ad46063b98f14b271309f1000d1cbba09cf3e22090efb,212b89e6c9c166038b23e0d1f5f5f2cb,756686,A549,BRD-K81418486,BRD-K81418486,vorinostat,1.0,um,6,h,trt_cp
460,L1000_LINCS_DCIC_LPROT003_NPC_6H_X1.A2_B22_IPI-145_0.50um.tsv.gz,lincs-dcic,https://lincs-dcic.s3.amazonaws.com/L1000-PCCSE-GSE101406/L1000_LINCS_DCIC_LPROT003_NPC_6H_X1.A2_B22_IPI-145_0.50um.tsv.gz,,272759,22cec34da81833ad9fec22f644007fe6c68165372d05ff52f43af804800c69df,fa463e31dc2074ad6349706b740f7c9c,756556,NPC,BRD-K93468883,BRD-K93468883,IPI-145,0.5,um,6,h,trt_cp
461,L1000_LINCS_DCIC_LPROT001_PC3_6H_X1_B20_vorinostat_1.00um.tsv.gz,lincs-dcic,https://lincs-dcic.s3.amazonaws.com/L1000-PCCSE-GSE101406/L1000_LINCS_DCIC_LPROT001_PC3_6H_X1_B20_vorinostat_1.00um.tsv.gz,,271663,48d980f15030c3a1ebf6f81964f4bb53c9d6854323752c56528840bf8552e264,e20a5a0a8c4bd56d8bacdd3a99f1f6ae,755852,PC3,BRD-K81418486,BRD-K81418486,vorinostat,1.0,um,6,h,trt_cp
462,L1000_LINCS_DCIC_LPROT004_MCF7_6H_X1_B32_palbociclib_0.50um.tsv.gz,lincs-dcic,https://lincs-dcic.s3.amazonaws.com/L1000-PCCSE-GSE101406/L1000_LINCS_DCIC_LPROT004_MCF7_6H_X1_B32_palbociclib_0.50um.tsv.gz,,272227,97f501c116d565abb57ab8f52bf58f1a00ee836adef619dc34a43f071fae44fa,dcc783ae37138eaee365e00eafe59bbf,757796,MCF7,BRD-K51313569,BRD-K51313569,palbociclib,0.5,um,6,h,trt_cp
463,L1000_LINCS_DCIC_LPROT005_A549_6H_X1_B29_lenalidomide_1.00um.tsv.gz,lincs-dcic,https://lincs-dcic.s3.amazonaws.com/L1000-PCCSE-GSE101406/L1000_LINCS_DCIC_LPROT005_A549_6H_X1_B29_lenalidomide_1.00um.tsv.gz,,270687,5946727d17e905066ea4cdb4ae8689bf3e6d69e4e197b99293dbefe58e4f1c72,af1c4d2d8b23ba05e293b20b60780f12,756129,A549,BRD-A17883755,BRD-A17883755,lenalidomide,1.0,um,6,h,trt_cp
464,L1000_LINCS_DCIC_LPROT003_NPC_6H_X1.A2_B22_CC-401_5.00um.tsv.gz,lincs-dcic,https://lincs-dcic.s3.amazonaws.com/L1000-PCCSE-GSE101406/L1000_LINCS_DCIC_LPROT003_NPC_6H_X1.A2_B22_CC-401_5.00um.tsv.gz,,273314,c25924786a4200aefaa8ef93de7702e04c4bcb218ecccec4493dafe253c9d321,cbc081133de46da53d31d0fd2fc444c6,756781,NPC,BRD-K45746021,BRD-K45746021,CC-401,5.0,um,6,h,trt_cp
465,L1000_LINCS_DCIC_LPROT001_NPC.TAK_6H_X1_B20_unc-0646_0.50um.tsv.gz,lincs-dcic,https://lincs-dcic.s3.amazonaws.com/L1000-PCCSE-GSE101406/L1000_LINCS_DCIC_LPROT001_NPC.TAK_6H_X1_B20_unc-0646_0.50um.tsv.gz,,271868,429c26036c0fd092b0bbbfa05ba662d7d0969d3effd75dfac6a80cfb55161d94,be6e91ab7140905e54eb782a875a80db,756164,NPC.TAK,BRD-K87465484,BRD-K87465484,unc-0646,0.5,um,6,h,trt_cp
466,L1000_LINCS_DCIC_LPROT005_PC3_6H_X1_B29_alvocidib_0.40um.tsv.gz,lincs-dcic,https://lincs-dcic.s3.amazonaws.com/L1000-PCCSE-GSE101406/L1000_LINCS_DCIC_LPROT005_PC3_6H_X1_B29_alvocidib_0.40um.tsv.gz,,269077,9c5397117f0fcc2473ea2b98a554f48c3c83dbc9b3ff98dc88a48fb36b50c2ac,e9b7d4777d1dee0bc52796e067372446,755344,PC3,BRD-K87909389,BRD-K87909389,alvocidib,0.4,um,6,h,trt_cp
467,L1000_LINCS_DCIC_LPROT004_MCF7_6H_X1_B32_VE-822_0.10um.tsv.gz,lincs-dcic,https://lincs-dcic.s3.amazonaws.com/L1000-PCCSE-GSE101406/L1000_LINCS_DCIC_LPROT004_MCF7_6H_X1_B32_VE-822_0.10um.tsv.gz,,271740,ab2265a91ecd1b71b1efd6e7bd2029f67bd0f109f1c227147ed229753da73179,24de17141ae70a3ec4e61d0f0b0de10c,757313,MCF7,BRD-K04701033,BRD-K04701033,VE-822,0.1,um,6,h,trt_cp
468,L1000_LINCS_DCIC_LPROT003_NPC_6H_X1.A2_B22_NVP-BEZ235_1.00um.tsv.gz,lincs-dcic,https://lincs-dcic.s3.amazonaws.com/L1000-PCCSE-GSE101406/L1000_LINCS_DCIC_LPROT003_NPC_6H_X1.A2_B22_NVP-BEZ235_1.00um.tsv.gz,,272004,5477120c667f5d7700ba34a9e9eb50913e83d2bf91b48f13ccd36b31e15a57c1,8dbaea0456f963a8a7b66ea752b60369,756149,NPC,BRD-K12184916,BRD-K12184916,NVP-BEZ235,1.0,um,6,h,trt_cp
469,L1000_LINCS_DCIC_LPROT001_MCF7_6H_X1_B20_belinostat_10.00um.tsv.gz,lincs-dcic,https://lincs-dcic.s3.amazonaws.com/L1000-PCCSE-GSE101406/L1000_LINCS_DCIC_LPROT001_MCF7_6H_X1_B20_belinostat_10.00um.tsv.gz,,271066,f18c95e19f34b08910921fe4c07d6b14a7fa3fba8e12638f59ab47d5f347cbab,3ad76c501718028c7ed1f6260bfee48c,755453,MCF7,BRD-K17743125,BRD-K17743125,belinostat,10.0,um,6,h,trt_cp
470,L1000_LINCS_DCIC_LPROT002_A375_6H_X1_B22_sotrastaurin_10.00um.tsv.gz,lincs-dcic,https://lincs-dcic.s3.amazonaws.com/L1000-PCCSE-GSE101406/L1000_LINCS_DCIC_LPROT002_A375_6H_X1_B22_sotrastaurin_10.00um.tsv.gz,,272444,c2b498959168ff8d270eea17358836467e44d71f2674088af01349ce90f3788f,8c5a38292aae0c3e911746b824ff1e31,757277,A375,BRD-K16761703,BRD-K16761703,sotrastaurin,10.0,um,6,h,trt_cp
